8.333333333333325932e-02,6.666666666666667407e-01,0.000000000000000000e+00,4.166666666666667129e-02,0.000000000000000000e+00
5.833333333333334814e-01,5.000000000000000000e-01,5.932203389830508211e-01,5.833333333333333703e-01,1.000000000000000000e+00
6.944444444444444198e-01,4.166666666666667407e-01,7.627118644067796271e-01,8.333333333333334814e-01,2.000000000000000000e+00
3.333333333333332593e-01,2.500000000000000000e-01,5.762711864406779849e-01,4.583333333333333148e-01,1.000000000000000000e+00
4.444444444444446418e-01,4.166666666666667407e-01,5.423728813559322015e-01,5.833333333333333703e-01,1.000000000000000000e+00
2.777777777777790114e-02,4.166666666666667407e-01,5.084745762711864736e-02,4.166666666666667129e-02,0.000000000000000000e+00
7.777777777777776791e-01,4.166666666666667407e-01,8.305084745762711940e-01,8.333333333333334814e-01,2.000000000000000000e+00
7.222222222222223209e-01,5.000000000000000000e-01,7.966101694915254106e-01,9.166666666666666297e-01,2.000000000000000000e+00
8.055555555555555802e-01,6.666666666666667407e-01,8.644067796610168664e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.944444444444444198e-01,5.833333333333332593e-01,8.474576271186440302e-02,4.166666666666667129e-02,0.000000000000000000e+00
9.444444444444441977e-01,4.166666666666667407e-01,8.644067796610168664e-01,9.166666666666666297e-01,2.000000000000000000e+00
2.500000000000000000e-01,6.250000000000000000e-01,8.474576271186440302e-02,4.166666666666667129e-02,0.000000000000000000e+00
5.555555555555555802e-01,5.416666666666665186e-01,8.474576271186440302e-01,1.000000000000000000e+00,2.000000000000000000e+00
9.444444444444441977e-01,7.499999999999997780e-01,9.661016949152543276e-01,8.750000000000001110e-01,2.000000000000000000e+00
1.388888888888888395e-01,4.166666666666667407e-01,6.779661016949151131e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.388888888888888395e-01,3.750000000000000000e-01,6.101694915254236573e-01,5.000000000000001110e-01,1.000000000000000000e+00
6.666666666666667407e-01,2.083333333333332593e-01,8.135593220338982468e-01,7.083333333333333703e-01,2.000000000000000000e+00
3.055555555555555802e-01,7.916666666666665186e-01,5.084745762711864736e-02,1.250000000000000000e-01,0.000000000000000000e+00
5.555555555555555802e-01,3.333333333333332593e-01,6.949152542372880603e-01,5.833333333333333703e-01,2.000000000000000000e+00
6.944444444444444198e-01,5.000000000000000000e-01,8.305084745762711940e-01,9.166666666666666297e-01,2.000000000000000000e+00
4.722222222222223209e-01,5.833333333333332593e-01,5.932203389830508211e-01,6.250000000000001110e-01,1.000000000000000000e+00
4.444444444444446418e-01,4.166666666666667407e-01,6.949152542372880603e-01,7.083333333333333703e-01,2.000000000000000000e+00
3.055555555555555802e-01,5.833333333333332593e-01,8.474576271186440302e-02,1.250000000000000000e-01,0.000000000000000000e+00
4.722222222222223209e-01,3.750000000000000000e-01,5.932203389830508211e-01,5.833333333333333703e-01,1.000000000000000000e+00
4.999999999999997780e-01,3.750000000000000000e-01,6.271186440677966045e-01,5.416666666666667407e-01,1.000000000000000000e+00
4.166666666666665186e-01,2.916666666666667407e-01,6.949152542372880603e-01,7.500000000000000000e-01,2.000000000000000000e+00
4.722222222222223209e-01,8.333333333333337034e-02,6.779661016949152241e-01,5.833333333333333703e-01,2.000000000000000000e+00
6.666666666666667407e-01,4.583333333333332593e-01,7.796610169491524633e-01,9.583333333333333703e-01,2.000000000000000000e+00
4.999999999999997780e-01,4.166666666666667407e-01,6.610169491525423879e-01,7.083333333333333703e-01,2.000000000000000000e+00
1.000000000000000000e+00,7.499999999999997780e-01,9.152542372881355970e-01,7.916666666666667407e-01,2.000000000000000000e+00
8.333333333333325932e-02,5.000000000000000000e-01,6.779661016949151131e-02,4.166666666666667129e-02,0.000000000000000000e+00
2.222222222222220989e-01,6.250000000000000000e-01,6.779661016949151131e-02,8.333333333333332871e-02,0.000000000000000000e+00
5.555555555555555802e-01,2.083333333333332593e-01,6.779661016949152241e-01,7.500000000000000000e-01,2.000000000000000000e+00
3.333333333333332593e-01,6.250000000000000000e-01,5.084745762711864736e-02,4.166666666666667129e-02,0.000000000000000000e+00
2.222222222222220989e-01,6.250000000000000000e-01,6.779661016949151131e-02,4.166666666666667129e-02,0.000000000000000000e+00
1.111111111111111605e-01,5.000000000000000000e-01,5.084745762711864736e-02,4.166666666666667129e-02,0.000000000000000000e+00
2.222222222222220989e-01,2.083333333333332593e-01,3.389830508474576121e-01,4.166666666666666852e-01,1.000000000000000000e+00
4.999999999999997780e-01,2.500000000000000000e-01,7.796610169491524633e-01,5.416666666666667407e-01,2.000000000000000000e+00
2.500000000000000000e-01,2.916666666666667407e-01,4.915254237288134709e-01,5.416666666666667407e-01,1.000000000000000000e+00
3.055555555555555802e-01,5.833333333333332593e-01,1.186440677966101309e-01,4.166666666666667129e-02,0.000000000000000000e+00
3.333333333333332593e-01,1.249999999999998890e-01,5.084745762711864181e-01,5.000000000000001110e-01,1.000000000000000000e+00
4.166666666666665186e-01,2.500000000000000000e-01,5.084745762711864181e-01,4.583333333333333148e-01,1.000000000000000000e+00
1.111111111111111605e-01,5.000000000000000000e-01,1.016949152542372947e-01,4.166666666666667129e-02,0.000000000000000000e+00
6.666666666666667407e-01,4.583333333333332593e-01,6.271186440677966045e-01,5.833333333333333703e-01,1.000000000000000000e+00
6.666666666666667407e-01,5.416666666666665186e-01,7.966101694915254106e-01,8.333333333333334814e-01,2.000000000000000000e+00
2.777777777777790114e-02,3.750000000000000000e-01,6.779661016949151131e-02,4.166666666666667129e-02,0.000000000000000000e+00
3.888888888888888395e-01,3.333333333333332593e-01,5.254237288135592543e-01,5.000000000000001110e-01,1.000000000000000000e+00
5.277777777777779011e-01,3.333333333333332593e-01,6.440677966101694407e-01,7.083333333333333703e-01,2.000000000000000000e+00
1.666666666666667407e-01,6.666666666666667407e-01,6.779661016949151131e-02,0.000000000000000000e+00,0.000000000000000000e+00
